rainfall_24h,antecedent_rainfall_72h,cumulative_rainfall_7d,effective_rainfall_11d,soil_moisture,slope,elevation,historical_risk,ndvi,rain_forecast_24h,max_hourly_rain_24h,season_sin,season_cos,month,region_group,event_probability_bootstrap,landslide_event
48.26701811604527,132.787485656391,380.67406783490134,444.5288674110217,61.37615216063344,9.880799323657683,1180.852658853785,0.49098019964955003,0.8153755291284416,108.57718843232237,15.580183066140117,-0.4999999999999997,-0.8660254037844388,8,6,0.04176605266840677,0
63.0755308878544,167.32314844479944,340.28782988929515,454.82311506411645,18.635103016844628,26.98798439858537,2051.8734183600645,0.3174373627878158,0.5832251135234084,16.636349126166973,20.420039651762004,1.0,6.123233995736766e-17,4,7,0.044519772453174074,0
39.410661984632426,161.5561907994515,320.97663122195155,332.07082960331456,25.559505508077738,44.49796358016032,1217.3066295971028,0.22547345832656737,0.5728602425222541,95.1976126955865,6.7410825884071865,-0.8660254037844386,0.5000000000000001,11,7,0.05212798809169668,0
65.55016758570076,220.9563120272636,557.7165321709412,712.9264410960238,50.80041345361341,43.19426411492712,576.3992401788009,0.21409408779504635,0.8156297916376296,29.73312062123818,11.307779178087394,0.49999999999999994,0.8660254037844387,2,7,0.08426537451024908,0
112.62341050766284,377.14014248934467,853.8163401831102,789.7888320761955,82.78364555136525,56.398885384230546,996.80744050287,0.27525712999935853,0.95,89.29889661815568,24.410680929144075,-0.4999999999999997,-0.8660254037844388,8,4,0.46563321160222293,1
49.53508939182012,148.08546721418858,501.77035942017255,735.5216557217565,61.069662553202875,37.55008215790174,530.8287834817642,0.18147842285320304,0.720358298121068,32.520342946702,10.158367650620686,0.8660254037844387,-0.4999999999999998,5,4,0.06662787491753196,1
121.5717738397224,312.73937329060254,857.0550567745485,1044.153675012614,73.68617666393567,41.61989377203127,1877.46988251859,0.2870279043814374,0.6088514137839395,35.147515484317246,5.731331406817056,-1.0,-1.8369701987210297e-16,10,2,0.22908426404230825,0
38.607892764520614,137.7660719117894,262.1012992778822,410.41792012552247,24.588817701643865,16.788376201351966,1751.216904995269,0.4389995636308924,0.828073574571177,37.036042146343384,6.60038823267572,0.49999999999999994,0.8660254037844387,2,5,0.030599056012202457,0
83.27469475283154,182.8933790549217,452.6396222362722,675.1004382192306,39.79892610333197,48.00318076317767,410.5335263748023,0.7389394845396042,0.3587892386225799,37.63298134585048,10.092791472986722,0.8660254037844386,0.5000000000000001,3,3,0.14194559642043586,1
103.99977656933562,348.22491589918604,837.359405600769,946.4844428349944,71.97834840128495,57.71620062950275,1250.7169006540003,0.48600498469030606,0.7016558382147596,28.872207572326612,19.429450279186884,0.8660254037844387,-0.4999999999999998,5,1,0.45150180045611166,0
63.289630936410134,163.66208292202333,474.6260566384686,542.9703209101978,48.31847355533564,14.024413245824553,1034.6573165462544,0.4549415624952902,0.7630794347484522,26.176272051721785,14.856185303865361,1.2246467991473532e-16,-1.0,7,1,0.043862494576953695,0
171.15296471799002,550.5576616084487,990.2536185421495,954.3607599671031,87.55745674220712,62.46005721701964,1117.7841286373762,0.2654946050564674,0.5984299879199905,19.82888759263953,8.661315692561013,-0.8660254037844384,-0.5000000000000004,9,2,0.5970200312590305,1
